Tarih;Saat;haftagunu;toplam;ruzgar
27.02.2017;6;1;26752,2;304,81
27.02.2017;7;1;28852,16;298,2
27.02.2017;8;1;33863,78;301,47
27.02.2017;9;1;37255,99;320,86
27.02.2017;10;1;37986,93;303,46
27.02.2017;11;1;38206,29;280,93
27.02.2017;12;1;36345,66;281,87
27.02.2017;13;1;36437,04;305,5
27.02.2017;14;1;36587,8;351,08
27.02.2017;15;1;35926,63;351,72
27.02.2017;16;1;35656,3;364,06
27.02.2017;17;1;35529,27;372,75
27.02.2017;18;1;35652,71;424,83
27.02.2017;19;1;36405,33;528,02
27.02.2017;20;1;35462,09;590,87
27.02.2017;21;1;34333,35;619,78
27.02.2017;22;1;33682,37;622,14
27.02.2017;23;1;32538,87;624,32
28.02.2017;0;2;30173,33;592,21
28.02.2017;1;2;28493,24;603,33
28.02.2017;2;2;27544,6;599,81
28.02.2017;3;2;26877,13;578,34
28.02.2017;4;2;26722,73;604,19
28.02.2017;5;2;27213,08;674,87
28.02.2017;6;2;28291,87;766,83
28.02.2017;7;2;30147,71;834,84
28.02.2017;8;2;34566,35;876,46
28.02.2017;9;2;36980,07;879,28
28.02.2017;10;2;37584,3;893,24
28.02.2017;11;2;37566,27;791,65
28.02.2017;12;2;35480,86;820,27
28.02.2017;13;2;35672,72;858,98
28.02.2017;14;2;36011,71;830,33
28.02.2017;15;2;35362,73;742,25
28.02.2017;16;2;35094,85;718,05
28.02.2017;17;2;34886,36;755,27
28.02.2017;18;2;35049,62;765,67
28.02.2017;19;2;35998,2;711,87
28.02.2017;20;2;35400,41;745,92
28.02.2017;21;2;34300,21;805,89
28.02.2017;22;2;33671,17;916,5
28.02.2017;23;2;32229,49;923,27
01.03.2017;0;3;29919,62;1033,29
01.03.2017;1;3;28374,31;1073,21
01.03.2017;2;3;27331,53;1253,75
01.03.2017;3;3;26501,95;1227,96
01.03.2017;4;3;26335,81;1270,32
01.03.2017;5;3;26695,86;1309,1
01.03.2017;6;3;27842,78;1437,77
01.03.2017;7;3;29801,19;1589,95
01.03.2017;8;3;33692,38;1757,38
01.03.2017;9;3;36516,35;1780,77
01.03.2017;10;3;37060,34;1666,08
01.03.2017;11;3;37216,41;1794,4
01.03.2017;12;3;35200,53;2114,19
01.03.2017;13;3;35292,38;2314,03
01.03.2017;14;3;35677,32;2476,21
01.03.2017;15;3;35102,77;2770,08
01.03.2017;16;3;34774,09;2790,64
01.03.2017;17;3;34547,57;2683,77
01.03.2017;18;3;34572,78;2649,14
01.03.2017;19;3;35541,83;2797,45
01.03.2017;20;3;34894,34;2998,77
01.03.2017;21;3;33920,93;3002,08
01.03.2017;22;3;33331,99;2966,73
01.03.2017;23;3;31911,83;3067,75
02.03.2017;0;4;29745,4;3254,85
02.03.2017;1;4;28261,94;3415,86
02.03.2017;2;4;27064,12;3619,26
02.03.2017;3;4;26413,6;3275,49
02.03.2017;4;4;26503;2984,24
02.03.2017;5;4;26778,79;2711,37
02.03.2017;6;4;27771,65;2475,24
02.03.2017;7;4;29331,34;1977,99
02.03.2017;8;4;33561,75;1543,22
02.03.2017;9;4;36436,04;1579,23
02.03.2017;10;4;37099,05;1606,08
02.03.2017;11;4;37822,41;1577,54
02.03.2017;12;4;36337,88;1652,1
02.03.2017;13;4;36854,8;1750,59
02.03.2017;14;4;36879,38;1722,45
02.03.2017;15;4;36649,66;1979,84
02.03.2017;16;4;36478,41;2095,45
02.03.2017;17;4;36383,47;2119,98
02.03.2017;18;4;36079,42;2255,03
02.03.2017;19;4;36479,16;2442,11
02.03.2017;20;4;35720,27;2232,39
02.03.2017;21;4;34689,12;2168,88
02.03.2017;22;4;33907,18;2118,56
02.03.2017;23;4;32396,81;2022,67
03.03.2017;0;5;30302,2;1838,59
03.03.2017;1;5;28570,21;1557,84
03.03.2017;2;5;27383,52;1421,97
03.03.2017;3;5;26847,71;1433,96
03.03.2017;4;5;26667,27;1483,56
03.03.2017;5;5;27031,54;1480,06
03.03.2017;6;5;28193,18;1497,16
03.03.2017;7;5;29974,08;1320,01
03.03.2017;8;5;34427,04;1214,5
03.03.2017;9;5;37184,62;1062,22
03.03.2017;10;5;37800,94;868,59
03.03.2017;11;5;38448,56;697,4
03.03.2017;12;5;36784,91;584,18
03.03.2017;13;5;35002,77;515,25
03.03.2017;14;5;36121,94;435,77
03.03.2017;15;5;35924,93;425,41
03.03.2017;16;5;35531,22;526,87
03.03.2017;17;5;34959,2;669,01
03.03.2017;18;5;34784,33;851,95
03.03.2017;19;5;35488,87;1011,65
03.03.2017;20;5;35018,15;1109,32
03.03.2017;21;5;33915,28;1247,76
03.03.2017;22;5;33308,77;1324,65
03.03.2017;23;5;32390,15;1338,19
04.03.2017;0;6;30255,01;1428,82
04.03.2017;1;6;28575,82;1532,18
04.03.2017;2;6;27303,07;1637,2
04.03.2017;3;6;26576,06;1803,89
04.03.2017;4;6;26380,68;1841,7
04.03.2017;5;6;26547,67;1957,91
04.03.2017;6;6;27119,53;2048
04.03.2017;7;6;27634,43;2058,68
04.03.2017;8;6;31218,99;2073,74
04.03.2017;9;6;34355,25;1852,58
04.03.2017;10;6;35256,27;1585,06
04.03.2017;11;6;35674,1;1362,57
04.03.2017;12;6;34357,02;1328,43
04.03.2017;13;6;34038,21;1418,4
04.03.2017;14;6;33578,25;1512,99
04.03.2017;15;6;32569,41;1503,06
04.03.2017;16;6;31871,86;1572,86
04.03.2017;17;6;31554,02;1577,12
04.03.2017;18;6;32179,29;1617,39
04.03.2017;19;6;33715,26;1506,72
04.03.2017;20;6;33513,66;1473,54
04.03.2017;21;6;32553,29;1309,15
04.03.2017;22;6;32153,07;1238,65
04.03.2017;23;6;31084,92;1089,85
05.03.2017;0;7;29169,77;943,32
05.03.2017;1;7;27356,07;912,14
05.03.2017;2;7;25995,47;902,79
05.03.2017;3;7;25114,11;926,43
05.03.2017;4;7;24903,27;1024,21
05.03.2017;5;7;24863,87;1073,9
05.03.2017;6;7;25067,37;1211,1
05.03.2017;7;7;24268,79;1150,83
05.03.2017;8;7;24668,33;1181,07
05.03.2017;9;7;26128,66;958,16
05.03.2017;10;7;27473,2;781,72
05.03.2017;11;7;27916,43;641,23
05.03.2017;12;7;27605,75;565,71
05.03.2017;13;7;27641,27;448,39
05.03.2017;14;7;27173,02;373,52
05.03.2017;15;7;26577,95;349,79
05.03.2017;16;7;26438,81;357,07
05.03.2017;17;7;26823,82;360,47
05.03.2017;18;7;28611,78;381,59
05.03.2017;19;7;31266,92;523,58
05.03.2017;20;7;31365,41;621,75
05.03.2017;21;7;30721,21;715,52
05.03.2017;22;7;30521,34;865,41
05.03.2017;23;7;28889,87;1088,24
06.03.2017;0;1;27442,32;1377,37
06.03.2017;1;1;25909;1692,1
06.03.2017;2;1;24880,04;1845,39
06.03.2017;3;1;24431,01;1933,85
06.03.2017;4;1;24353,57;2161,11
06.03.2017;5;1;24675,57;2124,6
06.03.2017;6;1;26114,26;2237,36
06.03.2017;7;1;28054,72;2270,31
06.03.2017;8;1;32537,4;2365,64
06.03.2017;9;1;34951,57;2412,56
06.03.2017;10;1;35339,74;2452,59
06.03.2017;11;1;35516,71;2709,47
06.03.2017;12;1;33626,04;2862,37
06.03.2017;13;1;33748,12;3090,44
06.03.2017;14;1;34082,22;3168,18
06.03.2017;15;1;33391,32;3106,67
06.03.2017;16;1;33319,18;3036,09
06.03.2017;17;1;33031,34;3037,09
06.03.2017;18;1;33144,88;3042,04
06.03.2017;19;1;34699,21;2940,82
06.03.2017;20;1;34348,48;2688,67
06.03.2017;21;1;33453,23;2482,76
06.03.2017;22;1;32981,42;2493,02
06.03.2017;23;1;31600,96;2271,74
07.03.2017;0;2;29573,52;2060,76
07.03.2017;1;2;27955,26;1909,77
07.03.2017;2;2;26879,97;1799,11
07.03.2017;3;2;26360,72;1757,19
07.03.2017;4;2;26272,78;1749,64
07.03.2017;5;2;26659,19;1866,11
07.03.2017;6;2;27782,67;1904,85
07.03.2017;7;2;29075,55;1912,91
07.03.2017;8;2;33060,63;1761,74
07.03.2017;9;2;34992,51;1678,63
07.03.2017;10;2;35050,62;1735,81
07.03.2017;11;2;35291,51;1897,65
07.03.2017;12;2;33427,32;1860,04
07.03.2017;13;2;33475,54;1611,38
07.03.2017;14;2;33868,92;1574,57
07.03.2017;15;2;33412,18;1593,88
07.03.2017;16;2;33342,08;1411,72
07.03.2017;17;2;33105,58;1309,63
07.03.2017;18;2;33385,87;1266,92
07.03.2017;19;2;34792,03;1232,94
07.03.2017;20;2;34337,99;1346,16
07.03.2017;21;2;33426,3;1647,27
07.03.2017;22;2;32968,97;1874,41
07.03.2017;23;2;31812,43;2023,21
08.03.2017;0;3;29398,51;2402,12
08.03.2017;1;3;27925,72;2663,31
08.03.2017;2;3;26991,92;2762,08
08.03.2017;3;3;26323,92;2659,55
08.03.2017;4;3;26352,16;2380,02
08.03.2017;5;3;26663,47;2142,59
08.03.2017;6;3;27757,55;1839,87
08.03.2017;7;3;29210,01;1707,17
08.03.2017;8;3;33303,17;1645,18
08.03.2017;9;3;35533,42;1638,57
08.03.2017;10;3;35877,87;1511,01
08.03.2017;11;3;36275,36;1446,89
08.03.2017;12;3;34217,09;1541,84
08.03.2017;13;3;34657,83;1612,83
08.03.2017;14;3;35004,96;1581,32
08.03.2017;15;3;34703,25;1478,93
08.03.2017;16;3;34611,36;1608,9
08.03.2017;17;3;34256,44;1699,41
08.03.2017;18;3;34261,89;1649,19
08.03.2017;19;3;35401,91;1807,56
08.03.2017;20;3;34853,61;1714,98
08.03.2017;21;3;34030,29;1871,31
08.03.2017;22;3;32700,7;1933,96
08.03.2017;23;3;31425,89;1856,95
09.03.2017;0;4;29778,71;1688,06
09.03.2017;1;4;28249,14;1688,87
09.03.2017;2;4;27097,4;1675,49
09.03.2017;3;4;26431,91;1735,22
09.03.2017;4;4;26396,05;1711,96
09.03.2017;5;4;26773,71;1971,1
09.03.2017;6;4;27813,54;2276,2
09.03.2017;7;4;29206,07;2433,23
09.03.2017;8;4;33501,91;2438,39
09.03.2017;9;4;36072,82;2457,75
09.03.2017;10;4;36793,68;2518,88
09.03.2017;11;4;37236,42;2534,64
09.03.2017;12;4;35537,71;2702,49
09.03.2017;13;4;35872,26;2743,21
09.03.2017;14;4;36172,29;2797
09.03.2017;15;4;35837,87;2658,84
09.03.2017;16;4;35641,69;2617,58
09.03.2017;17;4;35348,98;2488,63
09.03.2017;18;4;35191,62;2607,04
09.03.2017;19;4;36193,88;2624,7
09.03.2017;20;4;35514,19;2420,13
09.03.2017;21;4;34330,63;2368,87
09.03.2017;22;4;33690,26;2344,02
09.03.2017;23;4;32480,66;2205,89
10.03.2017;0;5;30253,02;2155,07
10.03.2017;1;5;28435,37;2128,68
10.03.2017;2;5;27309,95;2109,72
10.03.2017;3;5;26758,94;1923,07
10.03.2017;4;5;26458,48;1669,32
10.03.2017;5;5;27025,39;1622,83
10.03.2017;6;5;28083,59;1522,28
10.03.2017;7;5;29273,04;1478,69
10.03.2017;8;5;33583,72;1477,8
10.03.2017;9;5;35910,93;1553,56
10.03.2017;10;5;36926,93;1628,97
10.03.2017;11;5;37314,21;1616,5
10.03.2017;12;5;35454,99;1484,94
10.03.2017;13;5;34097,88;1458,08
10.03.2017;14;5;35241,42;1458,7
10.03.2017;15;5;35160,32;1547,11
10.03.2017;16;5;34939,32;1750,47
10.03.2017;17;5;34709,77;1830
10.03.2017;18;5;34510,47;1861,43
10.03.2017;19;5;35349,98;2401,73
10.03.2017;20;5;34568,42;2943,76
10.03.2017;21;5;33643,63;2806,6
10.03.2017;22;5;33167,07;2552,49
10.03.2017;23;5;32042,18;2521,72
11.03.2017;0;6;30038,92;2559,1
11.03.2017;1;6;28322,91;2414,08
11.03.2017;2;6;27118,77;2472,76
11.03.2017;3;6;26422,72;2660,38
11.03.2017;4;6;26132,12;2748,1
11.03.2017;5;6;26253,26;2756,87
11.03.2017;6;6;26779,28;2806,03
11.03.2017;7;6;27174,55;2803,45
11.03.2017;8;6;30860,41;2790,59
11.03.2017;9;6;33938,36;2667,61
11.03.2017;10;6;35408,56;2630,61
11.03.2017;11;6;36447,86;2825,41
11.03.2017;12;6;34638,55;2951,61
11.03.2017;13;6;35007,04;3073,31
11.03.2017;14;6;34601,73;3171,94
11.03.2017;15;6;33808,53;3188,45
11.03.2017;16;6;33197,63;3308,29
11.03.2017;17;6;32884,85;3493,01
11.03.2017;18;6;33366,68;3552,83
11.03.2017;19;6;34428,59;3650,9
11.03.2017;20;6;33872,62;3796,69
11.03.2017;21;6;32862,49;3862,18
11.03.2017;22;6;32400,98;4000,92
11.03.2017;23;6;30524,51;4125,2
12.03.2017;0;7;29050,99;4051,37
12.03.2017;1;7;27179,57;4017,33
12.03.2017;2;7;25794,8;4130,53
12.03.2017;3;7;25032,36;4236,16
12.03.2017;4;7;24785,46;4262,08
12.03.2017;5;7;24699,05;4417,62
12.03.2017;6;7;24789,51;4472,21
12.03.2017;7;7;24344,15;4457,25
12.03.2017;8;7;25573,57;4446,34
12.03.2017;9;7;27298,81;4473,35
12.03.2017;10;7;29021,23;4433,84
12.03.2017;11;7;30138,66;4338,75
12.03.2017;12;7;30171,91;4206,72
12.03.2017;13;7;30410,44;4104
12.03.2017;14;7;30212,8;3865,82
12.03.2017;15;7;29933,52;3558,55
12.03.2017;16;7;29763,43;3391,32
12.03.2017;17;7;29923,39;3146,99
12.03.2017;18;7;30994,97;2924
12.03.2017;19;7;32516,64;2741,32
12.03.2017;20;7;32310,63;2692,2
12.03.2017;21;7;31400,89;2667,01
12.03.2017;22;7;30853,48;2516,43
12.03.2017;23;7;29549,13;2172,18
13.03.2017;0;1;27494,37;1754,83
13.03.2017;1;1;25835,53;1362,38
13.03.2017;2;1;24636,23;1109,65
13.03.2017;3;1;24183,1;851,7
13.03.2017;4;1;24135,96;764,11
13.03.2017;5;1;24643,55;794,04
13.03.2017;6;1;25910,12;687,32
13.03.2017;7;1;27931,12;589,19
13.03.2017;8;1;33223,9;661,37
13.03.2017;9;1;36765,53;685,27
13.03.2017;10;1;37562,04;705,12
13.03.2017;11;1;38348,85;727,89
13.03.2017;12;1;36946,03;799,94
13.03.2017;13;1;37258,54;945,42
13.03.2017;14;1;37605,29;1071,25
13.03.2017;15;1;37112,73;1284,75
13.03.2017;16;1;37182,84;1376,27
13.03.2017;17;1;36383,84;1252,75
13.03.2017;18;1;36015,79;1237,68
13.03.2017;19;1;36669,87;1122,96
13.03.2017;20;1;36207,71;1124,15
13.03.2017;21;1;35022,71;1230,85
13.03.2017;22;1;34133,12;1247,89
13.03.2017;23;1;32705,06;1138,9
14.03.2017;0;2;30348,87;1139,44
14.03.2017;1;2;28522,73;1053,9
14.03.2017;2;2;27571,01;956,22
14.03.2017;3;2;26909,6;959,22
14.03.2017;4;2;26860,01;1030,89
14.03.2017;5;2;27289,72;1057,25
14.03.2017;6;2;28311,66;1186,57
14.03.2017;7;2;29958,87;1307,67
14.03.2017;8;2;34711;1304,51
14.03.2017;9;2;37610,41;1307,54
14.03.2017;10;2;38333,94;1282,78
14.03.2017;11;2;39028,54;1491,73
14.03.2017;12;2;37603,87;1723,93
14.03.2017;13;2;38111,7;1836,49
14.03.2017;14;2;38342,83;2037,65
14.03.2017;15;2;38149,17;2077,43
14.03.2017;16;2;38068,54;2039,36
14.03.2017;17;2;37559,37;2013,9
14.03.2017;18;2;36902,2;2065,49
14.03.2017;19;2;37191,34;2155,37
14.03.2017;20;2;36634,15;2044,61
14.03.2017;21;2;35639,97;1936,22
14.03.2017;22;2;34838,49;1862,8
14.03.2017;23;2;33085,42;1717,42
15.03.2017;0;3;30895,7;1769,23
15.03.2017;1;3;29065,86;1768,97
15.03.2017;2;3;27727,1;1791,51
15.03.2017;3;3;27112,78;1645,51
15.03.2017;4;3;26935,94;1586,71
15.03.2017;5;3;27590,99;1564,98
15.03.2017;6;3;28673,55;1637,07
15.03.2017;7;3;30092,98;1562,09
15.03.2017;8;3;35038,28;1528,49
15.03.2017;9;3;37817,92;1529,78
15.03.2017;10;3;38614,96;1552,16
15.03.2017;11;3;39125,68;1484,53
15.03.2017;12;3;37519,18;1556,19
15.03.2017;13;3;37641,09;1543,04
15.03.2017;14;3;37995,57;1444,04
15.03.2017;15;3;37509,25;1415,54
15.03.2017;16;3;37259,3;1348,11
15.03.2017;17;3;36608,57;1303,98
15.03.2017;18;3;36063,76;1246,32
15.03.2017;19;3;36940,39;1107,19
15.03.2017;20;3;36601,57;998,03
15.03.2017;21;3;35548,36;856,78
15.03.2017;22;3;34590,92;770,95
15.03.2017;23;3;32429,18;801,24
16.03.2017;0;4;30925,11;825,35
16.03.2017;1;4;29107,66;761,53
16.03.2017;2;4;27903,42;792,25
16.03.2017;3;4;27292,81;755,49
16.03.2017;4;4;27258,21;800,96
16.03.2017;5;4;27673,03;792,11
16.03.2017;6;4;28357,07;849,82
16.03.2017;7;4;30025,34;822,07
16.03.2017;8;4;34869,87;753,4
16.03.2017;9;4;37504,36;665,95
16.03.2017;10;4;38167,23;604,81
16.03.2017;11;4;38669;599,97
16.03.2017;12;4;37160,8;736,13
16.03.2017;13;4;37473,28;835,25
16.03.2017;14;4;37698,01;1021,65
16.03.2017;15;4;36994,18;1124,73
16.03.2017;16;4;36873,84;1039,54
16.03.2017;17;4;36257,98;1012,13
16.03.2017;18;4;35701,61;977,77
16.03.2017;19;4;36738,35;959,32
16.03.2017;20;4;36363,48;908,25
16.03.2017;21;4;35424,74;798,51
16.03.2017;22;4;34568,57;703,98
16.03.2017;23;4;33058,9;640,56
17.03.2017;0;5;30827,48;587,81
17.03.2017;1;5;29002,82;539,43
17.03.2017;2;5;27876,16;466,22
17.03.2017;3;5;27168,63;477,14
17.03.2017;4;5;26947,37;506,82
17.03.2017;5;5;27538,89;607,42
17.03.2017;6;5;28463,26;688,3
17.03.2017;7;5;30028,81;791,54
17.03.2017;8;5;34918,15;965,04
17.03.2017;9;5;37944,42;1082,11
17.03.2017;10;5;38774,91;1230,61
17.03.2017;11;5;39651,75;1548,5
17.03.2017;12;5;38446,76;1916,4
17.03.2017;13;5;37166,52;2115,64
17.03.2017;14;5;38568,33;2366,01
17.03.2017;15;5;38492,36;2472,93
17.03.2017;16;5;38504,66;2489,36
17.03.2017;17;5;37754,47;2402,8
17.03.2017;18;5;36789,73;2142,64
17.03.2017;19;5;37300,34;2048,38
17.03.2017;20;5;36774,7;2175,66
17.03.2017;21;5;35466,82;2062,19
17.03.2017;22;5;34530,94;1850,94
17.03.2017;23;5;32438,8;1660,99
18.03.2017;0;6;31304,92;1371,76
18.03.2017;1;6;29413,13;1266,73
18.03.2017;2;6;28072,97;1172,73
18.03.2017;3;6;27357,99;1306,33
18.03.2017;4;6;27071,91;1313,32
18.03.2017;5;6;27361,92;1341,08
18.03.2017;6;6;27969,01;1435,96
18.03.2017;7;6;28883,7;1517,6
18.03.2017;8;6;32074,87;1650,91
18.03.2017;9;6;35049,11;1672,21
18.03.2017;10;6;36497,17;1624,29
18.03.2017;11;6;36766,21;1523,39
18.03.2017;12;6;35526,06;1433,58
18.03.2017;13;6;35082,95;1343,76
18.03.2017;14;6;34439,77;1331,15
18.03.2017;15;6;33427,35;1316,54
18.03.2017;16;6;32569,12;1487,92
18.03.2017;17;6;32024,34;1530,08
18.03.2017;18;6;32519,64;1662,39
18.03.2017;19;6;34595,8;2003,93
18.03.2017;20;6;34510,6;2295,45
18.03.2017;21;6;33445,21;2303,52
18.03.2017;22;6;33029,21;2354,94
18.03.2017;23;6;31764,89;2358,95
19.03.2017;0;7;29636,21;2433,33
19.03.2017;1;7;27604,61;2531,43
19.03.2017;2;7;26228,05;2600,84
19.03.2017;3;7;25308,22;2577,82
19.03.2017;4;7;24955,75;2471,68
19.03.2017;5;7;25209,61;2490,63
19.03.2017;6;7;25088,22;2392,29
19.03.2017;7;7;24388,87;2370,01
19.03.2017;8;7;25358,35;2260,88
19.03.2017;9;7;27128,15;2065,58
19.03.2017;10;7;28621,82;1967,71
19.03.2017;11;7;29411,05;1843,41
19.03.2017;12;7;29115;1693,11
19.03.2017;13;7;29215,09;1646,14
19.03.2017;14;7;28821,73;1634,52
19.03.2017;15;7;28517,45;1561,48
19.03.2017;16;7;28463,57;1833,92
19.03.2017;17;7;28712,24;1929,01
19.03.2017;18;7;29767,95;2199,37
19.03.2017;19;7;32035,78;2336,37
19.03.2017;20;7;32240,71;2473,73
19.03.2017;21;7;31376,5;2461,86
19.03.2017;22;7;30929,26;2118,78
19.03.2017;23;7;29847,42;1872,11
20.03.2017;0;1;27919,05;1793,78
20.03.2017;1;1;26157,01;1731,65
20.03.2017;2;1;25000,13;1476,01
20.03.2017;3;1;24390,6;1313,89
20.03.2017;4;1;24303,05;1232,95
20.03.2017;5;1;24815,73;1010,51
20.03.2017;6;1;26031,7;862,62
20.03.2017;7;1;27967,15;850,21
20.03.2017;8;1;33362,45;928,53
20.03.2017;9;1;35937,96;936,8
20.03.2017;10;1;36612,53;996,87
20.03.2017;11;1;36831,68;1105,04
20.03.2017;12;1;35126,76;1330,71
20.03.2017;13;1;35210,86;1357,47
20.03.2017;14;1;35514,62;1364,5
20.03.2017;15;1;35289,65;1361,69
20.03.2017;16;1;35166,11;1227,9
20.03.2017;17;1;34553,63;1230
20.03.2017;18;1;33869,25;1159,5
20.03.2017;19;1;35255,93;1181,31
20.03.2017;20;1;35187,03;1059,7
20.03.2017;21;1;34312,22;931,03
20.03.2017;22;1;33581,51;748,99
20.03.2017;23;1;32202,66;650,18
21.03.2017;0;2;29949,95;668,29
21.03.2017;1;2;28347,81;769,12
21.03.2017;2;2;27255;856,85
21.03.2017;3;2;26701,49;948,06
21.03.2017;4;2;26449,44;1071,07
21.03.2017;5;2;26807,19;1023,46
21.03.2017;6;2;27765,88;904,66
21.03.2017;7;2;29198,97;811,38
21.03.2017;8;2;33589,67;815,79
21.03.2017;9;2;35836,84;752,3
21.03.2017;10;2;36170,99;753,7
21.03.2017;11;2;36228,07;752,9
21.03.2017;12;2;34691,36;729,74
21.03.2017;13;2;34953,22;727,8
21.03.2017;14;2;35179,18;718,29
21.03.2017;15;2;34686,31;630,52
21.03.2017;16;2;34410,67;486,91
21.03.2017;17;2;33732,19;410,9
21.03.2017;18;2;33273,5;400,75
21.03.2017;19;2;34859,85;484,88
21.03.2017;20;2;34980,95;557,81
21.03.2017;21;2;33968,97;595,08
21.03.2017;22;2;33420,25;630,1
21.03.2017;23;2;32085,28;666,19
22.03.2017;0;3;29759,94;702,71
22.03.2017;1;3;28073,97;677,82
22.03.2017;2;3;27114,15;695,93
22.03.2017;3;3;26673,37;788,35
22.03.2017;4;3;26415,85;858,95
22.03.2017;5;3;26876,84;1040,05
22.03.2017;6;3;27775,15;1194,34
22.03.2017;7;3;29152,17;1451,07
22.03.2017;8;3;33504,61;1458,08
22.03.2017;9;3;35739,61;1325,99
22.03.2017;10;3;36343,47;1351,94
22.03.2017;11;3;36398,94;1485,57
22.03.2017;12;3;34763,59;1554,95
22.03.2017;13;3;35066,81;1732,22
22.03.2017;14;3;35222,31;1838,29
22.03.2017;15;3;34802,04;2062,72
22.03.2017;16;3;34503,69;2247,68
22.03.2017;17;3;34087,65;2443,46
22.03.2017;18;3;33830,63;2574,14
22.03.2017;19;3;35185,59;2714,6
22.03.2017;20;3;35274,56;2850,78
22.03.2017;21;3;34298,19;2946,3
22.03.2017;22;3;33539,96;2869,11
22.03.2017;23;3;32236,29;2788,82
23.03.2017;0;4;29884,2;2689,23
23.03.2017;1;4;28216,81;2589,94
23.03.2017;2;4;27377,44;2620,54
23.03.2017;3;4;26767,66;2728,16
23.03.2017;4;4;26624,39;2709,86
23.03.2017;5;4;27021,08;2777,21
23.03.2017;6;4;27963,67;2725,72
23.03.2017;7;4;29302,15;2499,28
23.03.2017;8;4;33584,9;2264,23
23.03.2017;9;4;35880,73;2007,13
23.03.2017;10;4;35927,27;1702,15
23.03.2017;11;4;36058,92;1659,65
23.03.2017;12;4;34150,85;1709,19
23.03.2017;13;4;34126,25;1903,82
23.03.2017;14;4;34522,6;2176,9
23.03.2017;15;4;34190,46;2491,32
23.03.2017;16;4;33903,38;2703,31
23.03.2017;17;4;33562,84;2953,69
23.03.2017;18;4;33268,74;3115,04
23.03.2017;19;4;34968,14;3409,72
23.03.2017;20;4;35199,3;3532,83
23.03.2017;21;4;34276,05;3447,22
23.03.2017;22;4;33562,89;3025,56
23.03.2017;23;4;32137,35;2669,92
24.03.2017;0;5;29926,68;2494,04
24.03.2017;1;5;28088,39;2251,25
24.03.2017;2;5;27289,85;2099,31
24.03.2017;3;5;26656,14;1989,88
24.03.2017;4;5;26672,25;1893,07
24.03.2017;5;5;27086,13;1753,08
24.03.2017;6;5;27984,15;1684,61
24.03.2017;7;5;29081,26;1504,32
24.03.2017;8;5;33476,18;1321,47
24.03.2017;9;5;35516,01;1128,98
24.03.2017;10;5;35606,13;934,01
24.03.2017;11;5;35913,64;895,55
24.03.2017;12;5;34073,2;867,17
24.03.2017;13;5;32334,32;833,38
24.03.2017;14;5;33526,1;902,26
24.03.2017;15;5;33484,67;1002,24
24.03.2017;16;5;33089,66;1213,15
24.03.2017;17;5;32735,71;1447,57
24.03.2017;18;5;32548,74;1767,63
24.03.2017;19;5;34244,83;2067,99
24.03.2017;20;5;34466,53;2139,58
24.03.2017;21;5;33610,85;1929,53
24.03.2017;22;5;32962,86;1617,26
24.03.2017;23;5;31185,46;1264,69
25.03.2017;0;6;29766,42;998,41
25.03.2017;1;6;28102,53;742,39
25.03.2017;2;6;27040,82;604,69
25.03.2017;3;6;26371,03;540,67
25.03.2017;4;6;26050,7;541,11
25.03.2017;5;6;26398,98;535,42
25.03.2017;6;6;26486,57;549,66
25.03.2017;7;6;27030,06;534,08
25.03.2017;8;6;30575,87;481,97
25.03.2017;9;6;32916,07;385,69
25.03.2017;10;6;33591,97;279,02
25.03.2017;11;6;33824,29;291,14
25.03.2017;12;6;32294,46;285,74
25.03.2017;13;6;31465,5;426,72
25.03.2017;14;6;31743,45;594,85
25.03.2017;15;6;30830,62;795,95
25.03.2017;16;6;30168,81;1069,77
25.03.2017;17;6;29985,98;1309,38
25.03.2017;18;6;30624,6;1386,78
25.03.2017;19;6;32708,66;1477,09
25.03.2017;20;6;32839,14;1487,59
25.03.2017;21;6;31878,33;1489,11
25.03.2017;22;6;31206,91;1294,97
25.03.2017;23;6;29997,67;1141,21
26.03.2017;0;7;28092,68;988,1
26.03.2017;1;7;26406,2;844,88
26.03.2017;2;7;25195,31;778,17
26.03.2017;3;7;24560,04;646,77
26.03.2017;4;7;24407,65;529,45
26.03.2017;5;7;24378,12;462,12
26.03.2017;6;7;24002,33;510,24
26.03.2017;7;7;23559,38;675,29
26.03.2017;8;7;24675,98;759,13
26.03.2017;9;7;26256,81;684,19
26.03.2017;10;7;27344,04;621,77
26.03.2017;11;7;27947,37;710,45
26.03.2017;12;7;27505,8;916,99
26.03.2017;13;7;27367,58;1210,86
26.03.2017;14;7;27116,34;1458,42
26.03.2017;15;7;26812,53;1673,48
26.03.2017;16;7;26660,38;1868,69
26.03.2017;17;7;26846,84;2018,19
26.03.2017;18;7;28105,08;2043,36
26.03.2017;19;7;30576,28;2272,01
26.03.2017;20;7;31027,18;2340,27
26.03.2017;21;7;30322,45;2585,5
26.03.2017;22;7;29845,24;2773,67
26.03.2017;23;7;28509,76;2972,09
27.03.2017;0;1;26646,71;3126,3
27.03.2017;1;1;24955,03;3216,46
27.03.2017;2;1;24431,65;3281,28
27.03.2017;3;1;23867,36;3305,48
27.03.2017;4;1;23812,88;3456,5
27.03.2017;5;1;24378,24;3443,33
27.03.2017;6;1;25236,34;3339,94
27.03.2017;7;1;26990,84;3293,24
27.03.2017;8;1;32438,23;3364,47
