Tarih;Saat;haftagunu;toplam;ruzgar
18.12.2015;0;5;30070,5;2835,6
18.12.2015;1;5;28311,5;2785,8
18.12.2015;2;5;27351,2;2729,6
18.12.2015;3;5;26740,2;2575,6
18.12.2015;4;5;26526,4;2509,1
18.12.2015;5;5;27229,9;2533,6
18.12.2015;6;5;28318,7;2386,1
18.12.2015;7;5;29790;2353,5
18.12.2015;8;5;34310,8;2268,4
18.12.2015;9;5;37336,8;2122,2
18.12.2015;10;5;38017,6;1964,8
18.12.2015;11;5;38046,9;1825,2
18.12.2015;12;5;34805;1643,5
18.12.2015;13;5;36564,5;1492,1
18.12.2015;14;5;36651,9;1449
18.12.2015;15;5;36700,3;1441
18.12.2015;16;5;38494,2;1457
18.12.2015;17;5;39242,5;1448,9
18.12.2015;18;5;37278,6;1419,9
18.12.2015;19;5;35791;1313
18.12.2015;20;5;34920;1179
18.12.2015;21;5;34063,5;1136,7
18.12.2015;22;5;34135,7;1105,5
18.12.2015;23;5;32556,9;1023,6
19.12.2015;0;6;30381,6;1065,3
19.12.2015;1;6;28633,6;1051,8
19.12.2015;2;6;27237,7;1112,1
19.12.2015;3;6;26507,6;1213,2
19.12.2015;4;6;26568,5;1281
19.12.2015;5;6;26855,2;1361,4
19.12.2015;6;6;27143;1279,2
19.12.2015;7;6;27768,4;1235,4
19.12.2015;8;6;31652;1175
19.12.2015;9;6;34988,5;1048,9
19.12.2015;10;6;36260,5;937,8
19.12.2015;11;6;36664,7;836,3
19.12.2015;12;6;35233,6;825,5
19.12.2015;13;6;35110,6;899,2
19.12.2015;14;6;34749,6;950,1
19.12.2015;15;6;34276;1063,9
19.12.2015;16;6;35606,7;1206,8
19.12.2015;17;6;36343,6;1275,2
19.12.2015;18;6;35312,1;1244,2
19.12.2015;19;6;34226,3;1152,2
19.12.2015;20;6;33387,9;1089,3
19.12.2015;21;6;32607,8;988,3
19.12.2015;22;6;32765,3;888,4
19.12.2015;23;6;30718,4;778,9
20.12.2015;0;7;29203,1;789,5
20.12.2015;1;7;27520,7;743,2
20.12.2015;2;7;26231,7;746,3
20.12.2015;3;7;25366,9;699,2
20.12.2015;4;7;25071,8;703,5
20.12.2015;5;7;25327,9;787,7
20.12.2015;6;7;25162,5;803,2
20.12.2015;7;7;24649,7;819,3
20.12.2015;8;7;25777,4;806,9
20.12.2015;9;7;27753,9;729,4
20.12.2015;10;7;29093,5;567,5
20.12.2015;11;7;30240,4;483,1
20.12.2015;12;7;29986,2;421,9
20.12.2015;13;7;30038,5;446,4
20.12.2015;14;7;29934,8;530,2
20.12.2015;15;7;29961,2;752,3
20.12.2015;16;7;31580;979,1
20.12.2015;17;7;32977,7;1109,9
20.12.2015;18;7;32955,8;1004,6
20.12.2015;19;7;32477,9;846,8
20.12.2015;20;7;32069,9;787,8
20.12.2015;21;7;31471,3;708,6
20.12.2015;22;7;31622;680,8
20.12.2015;23;7;29965,5;648,9
21.12.2015;0;1;27847,7;631,8
21.12.2015;1;1;26246,7;548,4
21.12.2015;2;1;25036,6;500,7
21.12.2015;3;1;24554,5;480,7
21.12.2015;4;1;24680,4;454,2
21.12.2015;5;1;25212,5;429,4
21.12.2015;6;1;26455,6;428,8
21.12.2015;7;1;28443,4;422,9
21.12.2015;8;1;33720;401
21.12.2015;9;1;36998,5;374,1
21.12.2015;10;1;38105,7;315,5
21.12.2015;11;1;38413,9;246,3
21.12.2015;12;1;36500,7;236,3
21.12.2015;13;1;36988,5;216,4
21.12.2015;14;1;37083,7;222,7
21.12.2015;15;1;37227,3;253,6
21.12.2015;16;1;38997,4;298,1
21.12.2015;17;1;39603,3;341,9
21.12.2015;18;1;37653,9;392,2
21.12.2015;19;1;36180,7;398,1
21.12.2015;20;1;35354,1;411,1
21.12.2015;21;1;34457,9;418,3
21.12.2015;22;1;34152,9;409,1
21.12.2015;23;1;32673;402,6
22.12.2015;0;2;30176,2;376,2
22.12.2015;1;2;28451,5;383
22.12.2015;2;2;27505,3;357
22.12.2015;3;2;26774,5;358,5
22.12.2015;4;2;26813,9;386,9
22.12.2015;5;2;27264,3;421,2
22.12.2015;6;2;27981,3;451,4
22.12.2015;7;2;29611,5;449,8
22.12.2015;8;2;34359,6;489,2
22.12.2015;9;2;37037,9;415,9
22.12.2015;10;2;37697,7;321,7
22.12.2015;11;2;37977,8;265,3
22.12.2015;12;2;35974,8;248,7
22.12.2015;13;2;36312,7;248
22.12.2015;14;2;36646,4;283,3
22.12.2015;15;2;36992,4;361,1
22.12.2015;16;2;38961,2;447,5
22.12.2015;17;2;39142,7;577,7
22.12.2015;18;2;37156,3;701,1
22.12.2015;19;2;35827,3;744,8
22.12.2015;20;2;35150,5;829
22.12.2015;21;2;34266,7;851
22.12.2015;22;2;34303,4;963,6
22.12.2015;23;2;32628,3;1015
23.12.2015;0;3;29951,3;1034,2
23.12.2015;1;3;28350,5;1020,7
23.12.2015;2;3;27375,1;1077,7
23.12.2015;3;3;26954,2;1160,2
23.12.2015;4;3;26801;1210,8
23.12.2015;5;3;27276,1;1271,7
23.12.2015;6;3;28171,5;1312,9
23.12.2015;7;3;29730,8;1254,4
23.12.2015;8;3;34428,6;1207,7
23.12.2015;9;3;37360,1;990,1
23.12.2015;10;3;38072,7;846,8
23.12.2015;11;3;38268,7;710,7
23.12.2015;12;3;36102,4;777,3
23.12.2015;13;3;36603,2;888,7
23.12.2015;14;3;36812,8;917
23.12.2015;15;3;36905,8;1011
23.12.2015;16;3;38592,2;1113,3
23.12.2015;17;3;39384,8;1207,2
23.12.2015;18;3;37646,8;1204,1
23.12.2015;19;3;36283,9;1051,9
23.12.2015;20;3;35444,3;942,3
23.12.2015;21;3;34558;813,5
23.12.2015;22;3;34465,2;757,8
23.12.2015;23;3;32634,2;661,8
24.12.2015;0;4;30190,2;672,4
24.12.2015;1;4;28476,9;746,3
24.12.2015;2;4;27581;726,5
24.12.2015;3;4;26675,5;666,5
24.12.2015;4;4;26762,1;620,7
24.12.2015;5;4;27328,2;608,4
24.12.2015;6;4;28401,4;691
24.12.2015;7;4;29866,5;696,2
24.12.2015;8;4;34457,9;686,5
24.12.2015;9;4;36809,6;549,2
24.12.2015;10;4;37672,3;453,3
24.12.2015;11;4;37966,5;390,9
24.12.2015;12;4;35600;369,5
24.12.2015;13;4;36219,3;324,7
24.12.2015;14;4;36458,3;294,8
24.12.2015;15;4;36635,9;290
24.12.2015;16;4;38472,3;350,2
24.12.2015;17;4;39472;438
24.12.2015;18;4;37578,9;496,7
24.12.2015;19;4;36290,5;488
24.12.2015;20;4;35363,4;446,2
24.12.2015;21;4;34457,4;430,8
24.12.2015;22;4;34393,7;427,7
24.12.2015;23;4;32743,4;413,7
25.12.2015;0;5;30202,3;380,9
25.12.2015;1;5;28513,9;373,1
25.12.2015;2;5;27424,5;360,7
25.12.2015;3;5;26729,2;342,2
25.12.2015;4;5;26689,8;355,6
25.12.2015;5;5;27245,2;409,5
25.12.2015;6;5;28204,9;394,5
25.12.2015;7;5;29774,7;404,8
25.12.2015;8;5;34221,8;395,5
25.12.2015;9;5;37216,5;389,1
25.12.2015;10;5;37624,5;329,5
25.12.2015;11;5;37496,4;335,8
25.12.2015;12;5;34307,3;360,4
25.12.2015;13;5;35725,4;404,2
25.12.2015;14;5;36212,3;493,2
25.12.2015;15;5;36234,3;653,5
25.12.2015;16;5;38184,2;892,2
25.12.2015;17;5;38742,8;1102,9
25.12.2015;18;5;36981,4;1268,7
25.12.2015;19;5;35550,7;1454,9
25.12.2015;20;5;34734,4;1577,3
25.12.2015;21;5;34017,1;1713,4
25.12.2015;22;5;33900,3;1804,6
25.12.2015;23;5;32559,7;1826,8
26.12.2015;0;6;30238,1;1965,6
26.12.2015;1;6;28623,5;1902
26.12.2015;2;6;27259,9;1976,3
26.12.2015;3;6;26531,4;1859,3
26.12.2015;4;6;26370,6;1775,4
26.12.2015;5;6;26773,3;1770,1
26.12.2015;6;6;26922,6;1668,9
26.12.2015;7;6;27424,9;1620,8
26.12.2015;8;6;31410,5;1688,9
26.12.2015;9;6;34382,5;1623,9
26.12.2015;10;6;35577,6;1610,5
26.12.2015;11;6;36217,2;1514,8
26.12.2015;12;6;34753,6;1598,3
26.12.2015;13;6;34586,3;1612,8
26.12.2015;14;6;34222,4;1697,3
26.12.2015;15;6;33675,2;1692,8
26.12.2015;16;6;35086,5;1721,5
26.12.2015;17;6;35917,9;1572
26.12.2015;18;6;35056,2;1596,5
26.12.2015;19;6;34184,4;1509
26.12.2015;20;6;33300;1340,4
26.12.2015;21;6;32708,8;1251
26.12.2015;22;6;32539;1182,8
26.12.2015;23;6;31043,6;1146,8
27.12.2015;0;7;28943,2;1219,3
27.12.2015;1;7;27297,4;1117,8
27.12.2015;2;7;25981,9;1025,8
27.12.2015;3;7;25274,2;926,5
27.12.2015;4;7;24997;874,7
27.12.2015;5;7;25036,7;912
27.12.2015;6;7;24942,3;947,7
27.12.2015;7;7;24320,3;965,5
27.12.2015;8;7;25507,1;875,5
27.12.2015;9;7;27536,5;707,4
27.12.2015;10;7;28944,5;580,7
27.12.2015;11;7;29690,9;443,4
27.12.2015;12;7;29205,5;367,1
27.12.2015;13;7;29089,6;348,9
27.12.2015;14;7;28976,6;323,6
27.12.2015;15;7;29128,9;363,5
27.12.2015;16;7;30988,8;417
27.12.2015;17;7;32692,5;463,9
27.12.2015;18;7;32679,1;464,1
27.12.2015;19;7;32261,8;462,1
27.12.2015;20;7;31690,1;416,4
27.12.2015;21;7;31111,6;418,4
27.12.2015;22;7;31147,1;391,1
27.12.2015;23;7;29478,3;367,7
28.12.2015;0;1;27487;416,7
28.12.2015;1;1;25910,7;425
28.12.2015;2;1;24787,6;419,8
28.12.2015;3;1;24390;419,8
28.12.2015;4;1;24362,7;389,8
28.12.2015;5;1;24936,7;405,4
28.12.2015;6;1;26040;460
28.12.2015;7;1;27977,8;448,8
28.12.2015;8;1;33063,3;470
28.12.2015;9;1;36150,6;413,8
28.12.2015;10;1;36859,8;370,5
28.12.2015;11;1;37358,9;305,3
28.12.2015;12;1;35223,7;292,5
28.12.2015;13;1;35635,9;274,4
28.12.2015;14;1;36067,5;274,6
28.12.2015;15;1;35837,2;295,7
28.12.2015;16;1;37494,1;321,8
28.12.2015;17;1;38068,8;360,4
28.12.2015;18;1;36784,3;394,5
28.12.2015;19;1;35367,2;406,7
28.12.2015;20;1;34567,4;402,1
28.12.2015;21;1;33614,1;425,6
28.12.2015;22;1;33318,1;468,5
28.12.2015;23;1;31653,2;488
29.12.2015;0;2;29191,9;473,4
29.12.2015;1;2;27483,4;467,9
29.12.2015;2;2;26383,2;485,7
29.12.2015;3;2;25900,5;506,1
29.12.2015;4;2;26024,8;540,8
29.12.2015;5;2;26520;592,6
29.12.2015;6;2;27384,1;624
29.12.2015;7;2;28948;656,6
29.12.2015;8;2;33657,7;742,9
29.12.2015;9;2;36809,2;743,8
29.12.2015;10;2;37343,2;783,5
29.12.2015;11;2;37820,6;794,5
29.12.2015;12;2;35729,3;922,2
29.12.2015;13;2;36435;1238,3
29.12.2015;14;2;36845,3;1616,6
29.12.2015;15;2;36583,9;1953,3
29.12.2015;16;2;37980,5;2392,3
29.12.2015;17;2;38374,2;2773,6
29.12.2015;18;2;36627,9;3010,8
29.12.2015;19;2;35271,5;3222,3
29.12.2015;20;2;34528,1;3304,6
29.12.2015;21;2;33587,6;3281,3
29.12.2015;22;2;33553,4;3228,9
29.12.2015;23;2;31549,5;3054,1
30.12.2015;0;3;29357,5;3240,2
30.12.2015;1;3;27467,5;3260,9
30.12.2015;2;3;26509,8;3247,2
30.12.2015;3;3;26014,2;3216,7
30.12.2015;4;3;25833,5;3170,3
30.12.2015;5;3;26239,5;3105,2
30.12.2015;6;3;27272,4;3095,7
30.12.2015;7;3;28862,9;3009,1
30.12.2015;8;3;33559,3;3124,5
30.12.2015;9;3;36674,1;3180,9
30.12.2015;10;3;37325,2;3304,5
30.12.2015;11;3;37762,8;3365,1
30.12.2015;12;3;35983,8;3484,4
30.12.2015;13;3;36670,2;3570,1
30.12.2015;14;3;37141,8;3613,1
30.12.2015;15;3;37070,9;3573,2
30.12.2015;16;3;38412,2;3605,1
30.12.2015;17;3;38722,2;3666,5
30.12.2015;18;3;36767,3;3621,3
30.12.2015;19;3;35470,3;3532
30.12.2015;20;3;34777,5;3559,6
30.12.2015;21;3;33742,9;3531,7
30.12.2015;22;3;33545,8;3451,2
30.12.2015;23;3;31412,3;3291,4
31.12.2015;0;4;29590,8;3290,7
31.12.2015;1;4;27785,3;3223
31.12.2015;2;4;26516,6;3093,7
31.12.2015;3;4;26091,7;3112,4
31.12.2015;4;4;25871,6;3101,6
31.12.2015;5;4;26053,9;3016,8
31.12.2015;6;4;26890;3059,4
31.12.2015;7;4;28102,9;3076
31.12.2015;8;4;32321,9;3164,4
31.12.2015;9;4;35759,2;3153,6
31.12.2015;10;4;37296,9;3137,6
31.12.2015;11;4;37768,7;3107,9
31.12.2015;12;4;36450,2;3184,2
31.12.2015;13;4;36764,2;3232,4
31.12.2015;14;4;36830,3;3239,6
31.12.2015;15;4;36026;3171,6
31.12.2015;16;4;36069,3;3165,7
31.12.2015;17;4;35753,3;3157
31.12.2015;18;4;33700,5;3105,2
31.12.2015;19;4;32030,4;3026,7
31.12.2015;20;4;30138,3;2966,7
31.12.2015;21;4;28960,6;2791,8
31.12.2015;22;4;28608;2670,9
31.12.2015;23;4;27705,9;2552,4
01.01.2016;0;5;26298,9;2499,1
01.01.2016;1;5;25013;2277,7
01.01.2016;2;5;23554,1;2278,9
01.01.2016;3;5;22486,8;2123,2
01.01.2016;4;5;22024,5;2057,8
01.01.2016;5;5;21979,3;1987,1
01.01.2016;6;5;22225,7;1883,2
01.01.2016;7;5;21866,1;1722,2
01.01.2016;8;5;23116,8;1515
01.01.2016;9;5;25224,3;1427,9
01.01.2016;10;5;27246,8;1196,5
01.01.2016;11;5;28930;1068,8
01.01.2016;12;5;28811,6;1038,2
01.01.2016;13;5;29389,8;962,6
01.01.2016;14;5;29570,1;960,9
01.01.2016;15;5;29412,3;961
01.01.2016;16;5;30756,7;954
01.01.2016;17;5;32070,4;930,6
01.01.2016;18;5;31460,2;832,2
01.01.2016;19;5;30750,3;831,3
01.01.2016;20;5;30189,2;850,4
01.01.2016;21;5;29483,5;916,7
01.01.2016;22;5;29264,7;862,9
01.01.2016;23;5;28090,2;841,8
02.01.2016;0;6;26203,2;827,78
02.01.2016;1;6;24687,68;795,77
02.01.2016;2;6;23754,98;776,98
02.01.2016;3;6;22914,49;752,76
02.01.2016;4;6;22863,39;716,75
02.01.2016;5;6;23314,43;690,21
02.01.2016;6;6;23588,48;642,57
02.01.2016;7;6;24004,5;637,48
02.01.2016;8;6;26912,08;679,87
02.01.2016;9;6;30024,5;707,77
02.01.2016;10;6;32083,65;687,82
02.01.2016;11;6;33412,06;632,1
02.01.2016;12;6;32891,21;551,39
02.01.2016;13;6;32866,81;525,58
02.01.2016;14;6;32775,18;536,97
02.01.2016;15;6;32573,75;512,12
02.01.2016;16;6;33337,67;494,1
02.01.2016;17;6;34366,65;462,5
02.01.2016;18;6;33570,96;408,82
02.01.2016;19;6;32627,63;418,24
02.01.2016;20;6;31877,93;398,43
02.01.2016;21;6;31029,4;368,54
02.01.2016;22;6;30885,73;413,32
02.01.2016;23;6;29600,07;411,39
03.01.2016;0;7;27592,46;496,37
03.01.2016;1;7;25757,78;529,29
03.01.2016;2;7;24544,41;519,08
03.01.2016;3;7;23856,62;589,58
03.01.2016;4;7;23489,78;619,63
03.01.2016;5;7;23651,02;678,73
03.01.2016;6;7;23805,78;736,36
03.01.2016;7;7;23383,61;782,59
03.01.2016;8;7;24617,92;981,9
03.01.2016;9;7;26781,38;1171,08
03.01.2016;10;7;28759,18;1306,5
03.01.2016;11;7;30183,1;1560,29
03.01.2016;12;7;30567,2;1823,38
03.01.2016;13;7;30881,53;1969,32
03.01.2016;14;7;31034,67;2070,35
03.01.2016;15;7;30958,13;2297,2
03.01.2016;16;7;32274,76;2606,94
03.01.2016;17;7;33439,16;2820,95
03.01.2016;18;7;33127,23;3034,87
03.01.2016;19;7;32426,71;3116,03
03.01.2016;20;7;32071,03;3243,67
03.01.2016;21;7;31292,26;3226,18
03.01.2016;22;7;30990,59;3230,3
03.01.2016;23;7;29438,66;3219,19
04.01.2016;0;1;27080,89;3180,11
04.01.2016;1;1;25417,74;3048,09
04.01.2016;2;1;24373,07;3051,92
04.01.2016;3;1;23940,33;2707,53
04.01.2016;4;1;23840,53;2459,85
04.01.2016;5;1;24397,67;2081,31
04.01.2016;6;1;25687,79;1668,67
04.01.2016;7;1;27433,99;1460,42
04.01.2016;8;1;32960,47;1333,36
04.01.2016;9;1;37153,74;1244,08
04.01.2016;10;1;38584,37;1179,54
04.01.2016;11;1;39637,47;1100,13
04.01.2016;12;1;38394,22;1007,66
04.01.2016;13;1;39257,56;942,57
04.01.2016;14;1;39640,18;863,32
04.01.2016;15;1;39188,8;832,77
04.01.2016;16;1;39737,42;880,7
04.01.2016;17;1;39609,59;941,21
04.01.2016;18;1;37597,91;1162,77
04.01.2016;19;1;35931,28;1431,78
04.01.2016;20;1;35091,12;1729,41
04.01.2016;21;1;34043,5;1989,26
04.01.2016;22;1;33664,33;2276,46
04.01.2016;23;1;31711,44;2474,56
05.01.2016;0;2;29222,38;2763,24
05.01.2016;1;2;27615,23;2918,59
05.01.2016;2;2;26313,78;2963,68
05.01.2016;3;2;25848,33;3014,49
05.01.2016;4;2;25953,27;3114,29
05.01.2016;5;2;26296,78;3248,73
05.01.2016;6;2;27087,49;3092,92
05.01.2016;7;2;28548,22;2977,56
05.01.2016;8;2;33084,1;3022,77
05.01.2016;9;2;36635,32;2920,08
05.01.2016;10;2;37755,29;2727,06
05.01.2016;11;2;38642,92;2509
05.01.2016;12;2;37501,31;2174,8
05.01.2016;13;2;37802,09;2155,14
05.01.2016;14;2;38067,41;1926,54
05.01.2016;15;2;37815,99;1801,14
05.01.2016;16;2;38579,94;1768,75
05.01.2016;17;2;38648,93;1575,28
05.01.2016;18;2;36934,68;1438,7
05.01.2016;19;2;35286,41;1262,36
05.01.2016;20;2;34283,49;1215,26
05.01.2016;21;2;33389,32;1282,54
05.01.2016;22;2;33343,37;1329,5
05.01.2016;23;2;31612,87;1172,66
06.01.2016;0;3;29171,57;1250,86
06.01.2016;1;3;27592,62;1413,58
06.01.2016;2;3;26559,43;1592,61
06.01.2016;3;3;25696,59;1739,65
06.01.2016;4;3;25842,13;1895,09
06.01.2016;5;3;25895,99;2044,47
06.01.2016;6;3;27069,44;2240,84
06.01.2016;7;3;28510,45;2301,15
06.01.2016;8;3;33181,44;2476,38
06.01.2016;9;3;36236,22;2631,89
06.01.2016;10;3;37191,31;2765,81
06.01.2016;11;3;37823,14;2961,31
06.01.2016;12;3;36172,53;2961,44
06.01.2016;13;3;36521,03;2914,59
06.01.2016;14;3;36825,72;2829,13
06.01.2016;15;3;36411,98;2782,1
06.01.2016;16;3;37557,89;2993,88
06.01.2016;17;3;37282,52;3164,18
06.01.2016;18;3;35810,7;3319,91
06.01.2016;19;3;34478,74;3381,89
06.01.2016;20;3;33649;3378,29
06.01.2016;21;3;32909,62;3321,51
06.01.2016;22;3;32891,46;3306,23
06.01.2016;23;3;31429,05;3359,42
07.01.2016;0;4;28742,45;3441,52
07.01.2016;1;4;27263,34;3522,11
07.01.2016;2;4;26300,05;3410,73
07.01.2016;3;4;25726,59;3379,98
07.01.2016;4;4;25614,48;3304,73
07.01.2016;5;4;25910,52;3288,59
07.01.2016;6;4;26941,34;3382,16
07.01.2016;7;4;28422,23;3395,66
07.01.2016;8;4;32781,67;3404,88
07.01.2016;9;4;35586,5;3173,21
07.01.2016;10;4;36479,03;2858,14
07.01.2016;11;4;37329,12;2629,58
07.01.2016;12;4;35879,09;2618,93
07.01.2016;13;4;36778,49;2587,54
07.01.2016;14;4;37355,03;1998,03
07.01.2016;15;4;37077,93;1687,64
07.01.2016;16;4;37646,05;1703,08
07.01.2016;17;4;37884,53;1682,91
07.01.2016;18;4;35829,66;1632,08
07.01.2016;19;4;34599,69;1583,08
07.01.2016;20;4;33763,16;1511,18
07.01.2016;21;4;32615,78;1588,31
07.01.2016;22;4;32717,82;1681,01
07.01.2016;23;4;31071,21;1805,5
08.01.2016;0;5;28580,02;1650,24
08.01.2016;1;5;27090,47;1505,82
08.01.2016;2;5;25953,24;1329,13
08.01.2016;3;5;25293,65;1245,7
08.01.2016;4;5;25106,15;1214,58
08.01.2016;5;5;25334,22;1253,23
08.01.2016;6;5;26316,62;1058,37
08.01.2016;7;5;28064,42;990,79
08.01.2016;8;5;32681,04;949,38
08.01.2016;9;5;35766,67;856,15
08.01.2016;10;5;36821,1;793,94
08.01.2016;11;5;37117,8;787,39
08.01.2016;12;5;34600,96;818,51
08.01.2016;13;5;36113,52;852,76
08.01.2016;14;5;36534,98;727,02
08.01.2016;15;5;36169,61;669,15
08.01.2016;16;5;37010,62;672,97
08.01.2016;17;5;37752,6;711,65
08.01.2016;18;5;35909,09;677,56
08.01.2016;19;5;34689,16;631,46
08.01.2016;20;5;33886,45;585,82
08.01.2016;21;5;33027,09;545,14
08.01.2016;22;5;33198,26;588,14
08.01.2016;23;5;31999,7;670,61
09.01.2016;0;6;29885,23;755,71
09.01.2016;1;6;28040,28;692,51
09.01.2016;2;6;26791,48;749,79
09.01.2016;3;6;25777,3;902,94
09.01.2016;4;6;25799,76;949,33
09.01.2016;5;6;26016,17;891,76
09.01.2016;6;6;26430,24;871,76
09.01.2016;7;6;26832,32;887,42
09.01.2016;8;6;30607,62;955,85
09.01.2016;9;6;33446,75;802,98
09.01.2016;10;6;34770,64;775,42
09.01.2016;11;6;35363,25;855
09.01.2016;12;6;34109,89;889,68
09.01.2016;13;6;33806,29;893,55
09.01.2016;14;6;33503,1;968,84
09.01.2016;15;6;32929,19;1110,95
09.01.2016;16;6;33633,09;1326,34
09.01.2016;17;6;35021,94;1642,54
09.01.2016;18;6;34384,47;1838,4
09.01.2016;19;6;33471,52;1885,24
09.01.2016;20;6;32601,81;1841,48
09.01.2016;21;6;32075,29;1768,14
09.01.2016;22;6;32154,63;1707,73
09.01.2016;23;6;30738,67;1653,44
10.01.2016;0;7;28868,97;1735,73
10.01.2016;1;7;27112,25;1724,81
10.01.2016;2;7;25634,13;1700,84
10.01.2016;3;7;24915,77;1739,15
10.01.2016;4;7;24516,16;1751,76
10.01.2016;5;7;24593,75;1907,49
10.01.2016;6;7;24456,14;1924,51
10.01.2016;7;7;23791,45;2028,09
10.01.2016;8;7;24654,92;2072,16
10.01.2016;9;7;26671,06;2124,68
10.01.2016;10;7;28113,87;2071,61
10.01.2016;11;7;29037,15;2060,08
10.01.2016;12;7;28925,25;2137,89
10.01.2016;13;7;28922,46;2271,32
10.01.2016;14;7;29067,33;2340,6
10.01.2016;15;7;29425,25;2382,46
10.01.2016;16;7;30546,57;2410,3
10.01.2016;17;7;31984;2398,53
10.01.2016;18;7;31684,41;2353,2
10.01.2016;19;7;31284,02;2467,29
10.01.2016;20;7;30848,3;2498,58
10.01.2016;21;7;30441,04;2634,2
10.01.2016;22;7;30515,85;2543,05
10.01.2016;23;7;28836,16;2365,51
11.01.2016;0;1;27109,65;2421,99
11.01.2016;1;1;25382,1;2490,31
11.01.2016;2;1;24434,46;2495,13
11.01.2016;3;1;23938,65;2292,74
11.01.2016;4;1;23817,28;2119,07
11.01.2016;5;1;24336,76;1947,38
11.01.2016;6;1;25779,31;1896,4
11.01.2016;7;1;27314,23;1837,22
11.01.2016;8;1;32661,24;1838,7
11.01.2016;9;1;35689,64;1795,43
11.01.2016;10;1;36685,81;1743,91
11.01.2016;11;1;37267,29;1721,38
11.01.2016;12;1;35700,9;1913,27
11.01.2016;13;1;36030,8;2298,45
11.01.2016;14;1;36361,16;2526,75
11.01.2016;15;1;35991,49;2657,99
11.01.2016;16;1;36826,48;2710,78
11.01.2016;17;1;37348,54;2752,24
11.01.2016;18;1;35677,5;2637,73
11.01.2016;19;1;34462,17;2951,9
11.01.2016;20;1;33506,55;3040,81
11.01.2016;21;1;32613,86;3184,76
11.01.2016;22;1;32770,75;3162,56
11.01.2016;23;1;31127,13;3198,21
12.01.2016;0;2;29161,64;3290,45
12.01.2016;1;2;27519,24;3288,05
12.01.2016;2;2;26256,43;3255,78
12.01.2016;3;2;25766,11;3337,55
12.01.2016;4;2;25808,92;3334,37
12.01.2016;5;2;26222,03;3283,25
12.01.2016;6;2;27290,07;3255,22
12.01.2016;7;2;28628,67;3234,66
12.01.2016;8;2;32817,04;3223,02
12.01.2016;9;2;34991,32;3100,32
12.01.2016;10;2;35653,04;3145,92
12.01.2016;11;2;36011,52;3264,45
12.01.2016;12;2;34256,45;3415,57
12.01.2016;13;2;34650,74;3358,16
12.01.2016;14;2;34934;3357,74
12.01.2016;15;2;34785,11;3479,29
12.01.2016;16;2;35690,28;3498,26
12.01.2016;17;2;36566,53;3524,24
12.01.2016;18;2;35056,01;3523,81
12.01.2016;19;2;33912,94;3560,8
12.01.2016;20;2;33131,98;3461,66
12.01.2016;21;2;32332,76;3364,5
12.01.2016;22;2;32523,14;3290,75
12.01.2016;23;2;30906,87;3110,06
13.01.2016;0;3;28823,02;2985,85
13.01.2016;1;3;27321,69;2798,69
13.01.2016;2;3;26265,24;2782,88
13.01.2016;3;3;25879,07;2624,6
13.01.2016;4;3;25685,09;2498,65
13.01.2016;5;3;26020,14;2229,85
13.01.2016;6;3;27012,72;1988,89
13.01.2016;7;3;28420,19;1758,78
13.01.2016;8;3;32572,38;1587,89
13.01.2016;9;3;35554,83;1384,13
13.01.2016;10;3;36470,51;1276,79
13.01.2016;11;3;36962,04;1259,84
13.01.2016;12;3;35458,54;1156,27
13.01.2016;13;3;35858,18;1196,22
13.01.2016;14;3;36201,35;1153,59
13.01.2016;15;3;36012,25;1000,9
13.01.2016;16;3;36785,82;1019,2
13.01.2016;17;3;37173,82;928,27
13.01.2016;18;3;35578,3;858,64
13.01.2016;19;3;34298,68;795,1
13.01.2016;20;3;33580,53;796,36
13.01.2016;21;3;32554,09;763,77
13.01.2016;22;3;32836,52;741,64
13.01.2016;23;3;31307,88;845,76
14.01.2016;0;4;29225,99;975,22
14.01.2016;1;4;27650,42;928,28
14.01.2016;2;4;26664,28;977,25
14.01.2016;3;4;26239,41;840,67
14.01.2016;4;4;26136,04;809,16
14.01.2016;5;4;26689,3;859,38
14.01.2016;6;4;27652,89;957,81
14.01.2016;7;4;29176,95;979,75
14.01.2016;8;4;33352,18;978,55
14.01.2016;9;4;35815,08;914,97
14.01.2016;10;4;36809,99;840,52
14.01.2016;11;4;37010,75;774,32
14.01.2016;12;4;35461,46;742,43
14.01.2016;13;4;35859,72;711,24
14.01.2016;14;4;36279,45;700,78
14.01.2016;15;4;35936,67;718,5
14.01.2016;16;4;36827,63;654,38
14.01.2016;17;4;37481,94;562,46
14.01.2016;18;4;36195,39;685,84
14.01.2016;19;4;34914,82;638,57
14.01.2016;20;4;34091,81;549,21
14.01.2016;21;4;33323,9;451,59
14.01.2016;22;4;33345,01;415,72
14.01.2016;23;4;31938,6;347,45
15.01.2016;0;5;29667,03;445,58
15.01.2016;1;5;27961,7;457,79
15.01.2016;2;5;26760,14;538,29
15.01.2016;3;5;26351,43;622,79
15.01.2016;4;5;26190;687,4
15.01.2016;5;5;26646,35;748,53
15.01.2016;6;5;27845,52;918,41
15.01.2016;7;5;29266,49;1107,75
15.01.2016;8;5;33637,71;1208,09
15.01.2016;9;5;36386,28;1194,51
15.01.2016;10;5;36970,5;1156,08
15.01.2016;11;5;37103,17;1216,01
15.01.2016;12;5;34121,26;1248,93
15.01.2016;13;5;35523,17;1507,14
15.01.2016;14;5;35717,39;1811,86
